time,open,high,low,close,volume
2024-01-04,70.85,71.53,70.50,71.19,970588
2024-01-05,71.35,72.11,71.02,71.69,951002
2024-01-08,71.69,72.47,71.41,72.10,1024778
2024-01-09,71.93,72.57,71.82,72.44,1122083
2024-01-10,72.58,73.02,72.28,72.72,1129982
2024-01-11,72.62,73.24,72.39,72.85,1153862
2024-01-12,72.72,73.25,72.27,72.79,1197075
2024-01-15,72.70,73.04,72.23,72.56,1214521
2024-01-16,72.41,72.76,72.03,72.33,1109846
2024-01-17,72.46,72.77,71.87,72.15,1239617
2024-01-18,72.00,72.15,71.33,71.67,1221753
2024-01-19,71.71,72.11,70.96,71.36,1173563
2024-01-22,71.19,71.49,70.75,70.96,1239017
2024-01-23,70.86,71.15,70.35,70.50,1128999
2024-01-24,70.56,70.89,69.95,70.20,1100860
2024-01-25,70.18,70.38,69.42,69.77,1041842
2024-01-26,69.81,70.09,69.16,69.42,1010237
2024-01-29,69.42,69.83,68.81,69.18,1059011
2024-01-30,69.07,69.37,68.76,69.05,1076186
2024-01-31,69.05,69.29,68.62,69.12,1024270
2024-02-01,69.23,69.53,68.66,69.25,1032446
2024-02-02,69.11,69.61,68.73,69.51,968866
2024-02-05,69.65,70.17,69.36,69.99,958413
2024-02-06,70.14,70.71,69.75,70.48,870628
2024-02-07,70.36,70.89,70.09,70.84,1060122
2024-02-08,70.87,71.39,70.34,71.28,1057356
2024-02-09,71.15,72.02,70.92,71.54,1024683
2024-02-12,71.56,72.31,71.52,72.03,984135
2024-02-13,72.08,72.78,71.70,72.40,1024061
2024-02-14,72.37,73.09,72.30,72.65,1104960
2024-02-15,72.72,73.48,72.44,72.97,1084346
2024-02-16,72.95,73.72,72.68,73.27,1134985
2024-02-19,73.43,73.77,73.09,73.51,1036250
2024-02-20,73.68,73.89,73.12,73.64,1089878
2024-02-21,73.69,74.10,73.31,73.55,1250540
2024-02-22,73.68,73.87,73.19,73.53,1240329
2024-02-23,73.38,73.92,73.04,73.31,1163441
2024-02-26,73.48,73.82,72.97,73.35,1111440
2024-02-27,73.39,73.63,72.85,72.96,1163970
2024-02-28,72.93,73.17,72.40,72.65,1060612
2024-02-29,72.80,72.97,71.93,72.41,1131742
2024-03-01,72.28,72.47,71.67,72.02,1117556
2024-03-04,72.13,72.48,71.39,71.63,1068716
2024-03-05,71.57,71.80,70.88,71.27,996346
2024-03-06,71.24,71.64,70.52,70.86,1010641
2024-03-07,70.90,70.97,70.16,70.50,1040246
2024-03-08,70.34,70.50,69.64,70.10,1014305
2024-03-11,70.05,70.21,69.61,69.92,938649
2024-03-12,69.95,70.27,69.40,69.85,993639
2024-03-13,69.77,70.13,69.49,69.79,1040246
2024-03-14,69.62,69.93,69.14,69.77,1039026
2024-03-15,69.85,70.44,69.62,70.06,1007163
2024-03-18,70.14,70.84,69.74,70.51,913298
2024-03-19,70.50,71.33,70.35,70.81,966888
2024-03-20,70.74,71.74,70.50,71.28,948815
2024-03-21,71.33,72.16,71.15,71.75,1012035
2024-03-22,71.83,72.36,71.40,72.13,1038221
2024-03-25,71.99,72.82,71.69,72.59,992654
2024-03-26,72.47,73.18,72.44,72.83,1112426
2024-03-27,72.80,73.75,72.42,73.25,1092127
2024-03-28,73.10,73.64,72.91,73.54,1021354
2024-03-29,73.49,74.10,73.26,73.77,1060864
2024-04-01,73.73,74.36,73.49,73.86,1063197
2024-04-02,73.82,74.25,73.49,73.85,1186090
2024-04-03,73.71,74.13,73.36,73.71,1119305
2024-04-04,73.83,74.06,73.36,73.55,1143789
2024-04-05,73.50,73.91,73.17,73.45,1132876
2024-04-08,73.42,73.47,72.96,73.22,1239965
2024-04-09,73.29,73.45,72.59,73.03,1053157
2024-04-10,72.90,73.14,72.22,72.56,1196497
2024-04-11,72.48,72.56,71.98,72.19,1080806
2024-04-12,72.24,72.39,71.79,71.84,1220083
2024-04-15,71.75,72.07,71.44,71.50,1090118
2024-04-16,71.56,71.71,71.14,71.38,1143861
2024-04-17,71.37,71.61,70.89,71.19,1064269
2024-04-18,71.11,71.64,70.61,71.17,1038759
2024-04-19,71.17,71.58,70.97,71.14,1095872
2024-04-22,70.96,71.37,70.75,71.33,976397
2024-04-23,71.24,71.91,70.82,71.65,1016088
2024-04-24,71.72,72.45,71.47,72.19,1020348
2024-04-25,72.19,72.64,71.81,72.58,1018459
2024-04-26,72.51,73.34,72.36,73.07,891028
2024-04-29,73.13,73.89,72.77,73.54,901954
2024-04-30,73.56,74.39,73.40,73.94,1013510
2024-05-01,74.08,74.90,73.74,74.33,895360
2024-05-02,74.30,74.87,74.03,74.66,958396
2024-05-03,74.72,75.28,74.59,75.00,956357
2024-05-06,74.89,75.55,74.53,75.23,1090690
2024-05-07,75.19,75.67,74.94,75.46,1129927
2024-05-08,75.44,76.06,75.09,75.49,1218799
2024-05-09,75.58,76.07,75.30,75.52,1148099
2024-05-10,75.43,75.97,75.25,75.34,1242953
2024-05-13,75.27,75.73,75.10,75.31,1181759
2024-05-14,75.19,75.50,74.74,75.03,1225039
2024-05-15,74.90,75.27,74.37,74.74,1139048
2024-05-16,74.70,74.96,74.16,74.28,1081295
2024-05-17,74.14,74.39,73.61,73.81,1057752
2024-05-20,73.88,74.22,72.98,73.49,1126244
2024-05-21,73.52,73.70,72.76,73.02,1103927
2024-05-22,72.95,73.26,72.35,72.55,1135928
2024-05-23,72.46,72.79,71.67,72.17,1078723
2024-05-24,72.33,72.49,71.46,71.90,1111176
2024-05-27,71.99,72.33,71.17,71.63,1047486
2024-05-28,71.71,72.10,71.26,71.48,999737
2024-05-29,71.66,71.79,71.15,71.49,1063422
2024-05-30,71.65,71.98,71.14,71.60,941420
2024-05-31,71.68,72.04,71.34,71.80,1003973
2024-06-03,71.68,72.52,71.31,72.23,981802
2024-06-04,72.11,72.83,71.69,72.54,1040764
2024-06-05,72.44,73.34,72.27,72.83,1005499
2024-06-06,72.78,73.79,72.61,73.20,968874
2024-06-07,73.14,74.06,72.71,73.70,1039536
2024-06-10,73.66,74.28,73.43,73.90,872256
2024-06-11,74.04,74.89,73.61,74.31,888459
2024-06-12,74.13,75.15,73.90,74.66,1061461
2024-06-13,74.58,75.44,74.32,75.07,999217
2024-06-14,75.16,75.81,74.88,75.45,1008074
2024-06-17,75.42,76.13,75.09,75.63,1027059
2024-06-18,75.76,76.31,75.49,75.70,1085889
2024-06-19,75.63,76.32,75.22,75.64,1136728
2024-06-20,75.54,76.05,75.33,75.65,1089474
2024-06-21,75.59,75.88,75.14,75.46,1169629
2024-06-24,75.49,75.76,74.76,75.20,1161609
2024-06-25,75.11,75.43,74.40,74.80,1250797
2024-06-26,74.79,75.00,74.23,74.57,1214610
2024-06-27,74.53,74.75,73.83,74.19,1098246
2024-06-28,74.06,74.27,73.19,73.74,1215651
2024-07-01,73.73,73.98,73.05,73.48,1234311
2024-07-02,73.57,73.74,72.89,73.15,1124081
2024-07-03,72.98,73.16,72.33,72.60,1192679
2024-07-04,72.63,72.72,71.96,72.29,1038083
2024-07-05,72.31,72.72,71.74,72.09,1106516
2024-07-08,72.03,72.32,71.58,71.88,1093178
2024-07-09,71.88,72.02,71.52,71.86,1078397
2024-07-10,71.74,72.14,71.40,71.81,1005623
2024-07-11,71.87,72.29,71.58,71.81,1071097
2024-07-12,71.70,72.20,71.51,71.80,1035789
2024-07-15,71.82,72.27,71.42,72.10,908293
2024-07-16,72.12,72.75,71.81,72.44,960267
2024-07-17,72.49,73.28,72.40,72.88,904825
2024-07-18,72.88,73.80,72.74,73.40,1028410
2024-07-19,73.51,74.25,73.32,73.83,883180
2024-07-22,73.81,74.68,73.48,74.29,1008982
2024-07-23,74.23,74.82,73.95,74.52,903411
2024-07-24,74.35,75.21,74.10,74.84,959523
2024-07-25,74.89,75.61,74.54,75.24,1056849
2024-07-26,75.06,75.89,74.69,75.32,1041603
2024-07-29,75.15,75.87,74.98,75.45,992976
2024-07-30,75.59,76.14,75.31,75.58,1146073
2024-07-31,75.53,76.04,75.10,75.48,1194336
2024-08-01,75.54,75.93,75.28,75.62,1140887
2024-08-02,75.78,76.42,75.48,75.96,1155287
2024-08-05,75.91,76.47,75.67,76.23,1164291
